Date,Open,High,Low,Close,Volume
2007-07-26,108.43,108.49,108.37,108.41,352279
2007-07-27,108.42,108.44,108.4,108.41,77361
2007-07-30,108.45,108.45,108.41,108.41,53325
2007-07-31,108.46,108.46,108.4,108.45,54940
2007-08-01,108.04,108.09,108.02,108.06,92612
2007-08-02,108.08,108.1,108.05,108.1,150891
2007-08-03,108.12,108.13,108.08,108.13,53123
2007-08-06,108.15,108.15,108.1,108.12,131699
2007-08-07,108.12,108.14,108.09,108.13,94125
2007-08-08,108.14,108.15,108.09,108.15,58073
2007-08-09,108.19,108.22,108.17,108.22,30602
2007-08-10,108.26,108.27,108.23,108.24,104125
2007-08-13,108.24,108.27,108.23,108.26,147756
2007-08-14,108.27,108.34,108.26,108.32,228356
2007-08-15,108.34,108.46,108.34,108.43,363792
2007-08-16,108.51,108.64,108.5,108.54,302179
2007-08-17,108.58,108.6,108.49,108.58,94733
2007-08-20,108.59,108.72,108.59,108.71,179674
2007-08-21,108.78,108.81,108.69,108.76,52820
2007-08-22,108.72,108.78,108.7,108.77,75748
2007-08-23,108.74,108.8,108.72,108.76,52618
2007-08-24,108.69,108.73,108.61,108.61,67466
2007-08-27,108.64,108.64,108.55,108.57,60898
2007-08-28,108.6,108.67,108.6,108.66,46255
2007-08-29,108.72,108.74,108.66,108.68,62316
2007-08-30,108.77,108.77,108.71,108.75,51205
2007-08-31,108.7,108.73,108.67,108.73,66153
2007-09-04,108.28,108.33,108.26,108.32,98977
2007-09-05,108.33,108.39,108.32,108.37,57870
2007-09-06,108.31,108.36,108.31,108.32,44440
2007-09-07,108.43,108.45,108.39,108.45,33329
2007-09-10,108.46,108.49,108.42,108.46,151094
2007-09-11,108.5,108.5,108.42,108.45,112007
2007-09-12,108.52,108.52,108.46,108.51,24539
2007-09-13,108.5,108.5,108.46,108.47,46255
2007-09-14,108.52,108.52,108.47,108.47,31816
2007-09-17,108.48,108.5,108.47,108.5,23028
2007-09-18,108.47,108.55,108.47,108.54,41912
2007-09-19,108.58,108.6,108.56,108.6,63100
2007-09-20,108.59,108.63,108.58,108.6,71404
2007-09-21,108.64,108.64,108.6,108.63,277737
2007-09-24,108.6,108.64,108.6,108.64,54233
2007-09-25,108.65,108.67,108.64,108.67,42014
2007-09-26,108.67,108.7,108.66,108.7,52215
2007-09-27,108.7,108.72,108.67,108.71,232392
2007-09-28,108.69,108.72,108.67,108.67,51408
2007-10-01,108.38,108.38,108.31,108.34,119480
2007-10-02,108.34,108.35,108.3,108.35,66453
2007-10-03,108.36,108.41,108.36,108.4,125642
2007-10-04,108.38,108.42,108.37,108.4,16661
2007-10-05,108.36,108.4,108.32,108.37,48781
2007-10-08,108.36,108.41,108.33,108.35,35350
2007-10-09,108.35,108.4,108.35,108.39,85138
2007-10-10,108.41,108.43,108.36,108.43,117157
2007-10-11,108.4,108.44,108.38,108.44,36260
2007-10-12,108.41,108.44,108.38,108.38,28275
2007-10-15,108.36,108.43,108.36,108.38,38478
2007-10-16,108.44,108.46,108.39,108.44,35857
2007-10-17,108.49,108.55,108.47,108.5,71605
2007-10-18,108.55,108.6,108.54,108.59,85138
2007-10-19,108.56,108.63,108.55,108.62,355709
2007-10-22,108.64,108.64,108.59,108.59,21815
2007-10-23,108.6,108.62,108.59,108.62,59689
2007-10-24,108.64,108.71,108.64,108.69,16356
2007-10-25,108.74,108.74,108.67,108.72,66754
2007-10-26,108.71,108.73,108.68,108.72,49285
2007-10-29,108.69,108.72,108.67,108.72,18580
2007-10-30,108.7,108.74,108.69,108.74,17066
2007-10-31,108.72,108.78,108.68,108.73,85647
2007-11-01,108.4,108.45,108.39,108.43,42318
2007-11-02,108.53,108.53,108.43,108.45,174019
2007-11-05,108.49,108.52,108.47,108.49,43935
2007-11-06,108.5,108.52,108.47,108.5,33833
2007-11-07,108.54,108.6,108.54,108.58,34112
2007-11-08,108.6,108.65,108.58,108.64,29290
2007-11-09,108.67,108.71,108.65,108.71,150788
2007-11-12,108.72,108.73,108.62,108.7,222395
2007-11-13,108.68,108.69,108.63,108.65,94557
2007-11-14,108.67,108.72,108.65,108.72,37420
2007-11-15,108.77,108.81,108.76,108.79,45752
2007-11-16,108.79,108.83,108.78,108.8,49249
2007-11-19,108.84,108.89,108.79,108.87,150283
2007-11-20,108.9,108.93,108.86,108.9,108372
2007-11-21,108.94,108.98,108.9,108.92,51005
2007-11-23,108.9,108.94,108.9,108.94,16661
2007-11-26,108.94,108.99,108.88,108.98,148463
2007-11-27,108.98,108.98,108.91,108.95,59386
2007-11-28,108.97,108.99,108.94,108.96,36763
2007-11-29,108.98,109.02,108.97,108.99,54433
2007-11-30,108.97,109.0,108.92,109.0,113523
2007-12-03,109.0,109.0,108.6,108.66,133334
2007-12-04,108.65,108.69,108.6,108.69,80927
2007-12-05,108.68,108.69,108.63,108.69,42422
2007-12-06,108.65,108.71,108.65,108.68,102332
2007-12-07,108.69,108.69,108.62,108.67,45583
2007-12-10,108.67,108.71,108.63,108.71,35513
2007-12-11,108.72,108.82,108.65,108.82,23948
2007-12-12,108.72,108.8,108.67,108.79,45752
2007-12-13,108.79,108.8,108.69,108.79,35350
2007-12-14,108.65,108.77,108.65,108.77,34137
2007-12-17,108.82,108.82,108.73,108.74,33531
2007-12-18,108.67,108.8,108.67,108.73,152309
2007-12-19,108.81,108.84,108.77,108.84,101448
2007-12-20,108.86,108.88,108.84,108.86,50469
2007-12-21,108.79,108.82,108.78,108.8,29390
2007-12-24,108.81,108.82,108.74,108.79,44137
2007-12-26,108.79,108.83,108.77,108.83,28985
2007-12-27,108.51,108.52,108.31,108.51,178361
2007-12-28,108.55,108.55,108.51,108.52,45145
2007-12-31,108.55,108.6,108.49,108.5,55507
2008-01-02,108.67,108.67,108.53,108.6,45302
2008-01-03,108.61,108.61,108.55,108.56,143314
2008-01-04,108.64,108.65,108.58,108.63,103122
2008-01-07,108.62,108.62,108.58,108.58,132298
2008-01-08,108.61,108.65,108.58,108.64,60208
2008-01-09,108.7,108.71,108.63,108.68,361161
2008-01-10,108.69,108.71,108.65,108.71,18956
2008-01-11,108.71,108.77,108.69,108.77,79862
2008-01-14,108.78,108.78,108.74,108.78,35573
2008-01-15,108.78,108.79,108.71,108.75,116643
2008-01-16,108.79,108.86,108.78,108.78,98067
2008-01-17,108.84,108.88,108.79,108.81,134953
2008-01-18,108.81,108.95,108.79,108.94,105589
2008-01-22,109.07,109.07,108.94,109.06,274974
2008-01-23,109.09,109.2,109.05,109.07,108530
2008-01-24,109.07,109.13,109.06,109.09,122104
2008-01-25,109.02,109.15,109.01,109.15,133618
2008-01-28,109.15,109.17,109.09,109.1,102172
2008-01-29,109.1,109.17,109.1,109.17,101073
2008-01-30,109.13,109.24,109.11,109.24,48395
2008-01-31,109.31,109.31,109.2,109.26,80192
2008-02-01,109.01,109.01,108.9,108.99,90450
2008-02-04,108.96,108.97,108.88,108.95,87549
2008-02-05,108.99,109.0,108.94,108.98,105013
2008-02-06,108.96,109.03,108.96,109.0,115160
2008-02-07,109.01,109.05,108.94,109.0,127087
2008-02-08,108.94,109.02,108.94,109.0,70998
2008-02-11,109.02,109.02,108.95,108.98,94733
2008-02-12,109.03,109.03,108.94,108.98,324606
2008-02-13,109.05,109.07,108.99,109.05,67911
2008-02-14,109.02,109.08,109.02,109.07,235538
2008-02-15,109.07,109.08,109.0,109.08,273560
2008-02-19,109.06,109.08,109.0,109.06,98088
2008-02-20,109.09,109.1,109.07,109.09,76050
2008-02-21,109.05,109.13,109.05,109.12,131167
2008-02-22,109.11,109.13,109.09,109.11,92521
2008-02-25,109.11,109.12,109.09,109.11,173447
2008-02-26,109.13,109.14,109.1,109.14,126395
2008-02-27,109.18,109.18,109.12,109.17,147951
2008-02-28,109.21,109.22,109.14,109.15,165493
2008-02-29,109.2,109.22,109.15,109.17,174528
2008-03-03,109.02,109.02,108.92,108.97,150093
2008-03-04,109.02,109.04,108.98,108.99,58316
2008-03-05,109.06,109.08,109.02,109.06,74336
2008-03-06,109.09,109.12,109.06,109.12,63399
2008-03-07,109.1,109.15,109.04,109.08,180603
2008-03-10,109.12,109.16,109.07,109.15,56347
2008-03-11,109.1,109.11,109.03,109.08,149804
2008-03-12,109.07,109.16,109.07,109.16,128284
2008-03-13,109.2,109.2,109.12,109.17,143478
2008-03-14,109.18,109.23,109.13,109.21,206745
2008-03-17,109.3,109.31,109.22,109.31,75550
2008-03-18,109.33,109.41,109.25,109.33,95241
2008-03-19,109.34,109.4,109.28,109.38,337920
2008-03-20,109.38,109.46,109.31,109.4,371615
2008-03-24,109.33,109.33,109.21,109.22,178248
2008-03-25,109.31,109.31,109.19,109.21,182696
2008-03-26,109.32,109.34,109.23,109.23,355696
2008-03-27,109.32,109.34,109.27,109.28,56051
2008-03-28,109.25,109.31,109.25,109.3,58445
2008-03-31,109.34,109.34,109.25,109.29,122708
2008-04-01,109.11,109.11,109.03,109.07,134903
2008-04-02,109.07,109.07,108.99,109.05,98777
2008-04-03,109.04,109.07,109.01,109.07,100288
2008-04-04,109.07,109.09,109.03,109.08,51669
2008-04-07,109.07,109.08,109.01,109.05,62312
2008-04-08,109.03,109.09,109.03,109.09,38473
2008-04-09,109.09,109.15,109.09,109.11,62717
2008-04-10,109.17,109.17,109.12,109.17,70234
2008-04-11,109.15,109.2,109.13,109.17,66555
2008-04-14,109.19,109.19,109.13,109.17,73756
2008-04-15,109.19,109.19,109.12,109.12,59529
2008-04-16,109.14,109.18,109.09,109.16,92889
2008-04-17,109.16,109.17,109.08,109.16,109245
2008-04-18,109.13,109.13,109.06,109.12,131974
2008-04-21,109.07,109.13,109.07,109.13,86236
2008-04-22,109.13,109.17,109.1,109.16,93640
2008-04-23,109.19,109.19,109.13,109.16,86566
2008-04-24,109.18,109.18,109.1,109.16,28141
2008-04-25,109.11,109.16,109.1,109.1,32768
2008-04-28,109.11,109.14,109.11,109.11,50843
2008-04-29,109.12,109.16,109.09,109.14,135160
2008-04-30,109.16,109.21,109.12,109.17,419369
2008-05-01,108.95,109.04,108.95,109.03,101909
2008-05-02,109.0,109.01,108.93,108.99,78021
2008-05-05,108.95,109.01,108.95,109.0,290829
2008-05-06,109.01,109.02,108.96,108.97,82371
2008-05-07,109.05,109.05,108.97,109.03,90018
2008-05-08,109.03,109.04,109.0,109.04,105793
2008-05-09,109.01,109.04,109.0,109.03,64838
2008-05-12,109.04,109.04,108.98,109.0,48218
2008-05-13,108.99,108.99,108.96,108.96,42310
2008-05-14,108.96,109.01,108.92,108.96,128112
2008-05-15,109.02,109.02,108.97,108.97,260951
2008-05-16,108.97,109.02,108.97,109.02,89961
2008-05-19,109.02,109.03,108.99,109.03,158615
2008-05-20,109.04,109.04,109.0,109.03,52697
2008-05-21,109.04,109.04,109.01,109.02,38651
2008-05-22,109.01,109.04,109.0,109.02,45342
2008-05-23,109.03,109.08,109.01,109.02,151665
2008-05-27,109.04,109.04,108.99,109.03,71046
2008-05-28,108.98,109.04,108.98,109.03,46673
2008-05-29,109.02,109.03,108.98,109.03,62807
2008-05-30,109.05,109.05,109.0,109.02,63312
2008-06-02,108.97,108.97,108.8,108.85,48408
2008-06-03,108.84,108.87,108.8,108.87,64570
2008-06-04,108.88,108.88,108.83,108.87,27764
2008-06-05,108.83,108.87,108.82,108.87,46606
2008-06-06,108.86,108.89,108.84,108.88,54988
2008-06-09,108.86,108.86,108.81,108.83,30608
2008-06-10,108.76,108.82,108.76,108.8,321506
2008-06-11,108.84,108.86,108.79,108.82,254755
2008-06-12,108.79,108.85,108.77,108.82,198783
2008-06-13,108.79,108.83,108.77,108.81,171294
2008-06-16,108.79,108.82,108.78,108.81,73489
2008-06-17,108.85,108.86,108.82,108.86,70664
2008-06-18,108.84,108.9,108.84,108.9,59470
2008-06-19,108.9,108.91,108.88,108.91,119595
2008-06-20,108.92,108.93,108.89,108.89,62245
2008-06-23,108.91,108.92,108.87,108.9,77350
2008-06-24,108.87,108.95,108.87,108.94,82246
2008-06-25,108.92,108.97,108.89,108.97,170752
2008-06-26,108.91,109.01,108.91,108.99,136148
2008-06-27,108.96,109.03,108.95,108.99,129848
2008-06-30,109.01,109.02,108.97,109.02,438894
2008-07-01,108.84,108.86,108.81,108.85,473582
2008-07-02,108.81,108.86,108.8,108.86,147404
2008-07-03,108.86,108.88,108.84,108.87,37317
2008-07-07,108.89,108.94,108.84,108.88,405063
2008-07-08,108.84,108.9,108.84,108.88,119098
2008-07-09,108.88,108.93,108.85,108.93,112045
2008-07-10,108.9,108.93,108.89,108.93,99038
2008-07-11,108.92,108.93,108.86,108.92,157580
2008-07-14,108.93,108.96,108.89,108.96,147314
2008-07-15,109.0,109.03,108.96,109.0,144504
2008-07-16,109.02,109.04,108.97,109.01,155307
2008-07-17,109.0,109.02,108.96,109.01,150869
2008-07-18,109.04,109.04,108.99,109.0,202613
2008-07-21,109.01,109.02,108.96,109.02,88448
2008-07-22,109.02,109.02,108.97,109.0,361632
2008-07-23,109.01,109.03,108.97,109.03,173128
2008-07-24,109.04,109.05,109.02,109.03,138017
2008-07-25,109.01,109.05,109.01,109.04,144696
2008-07-28,109.05,109.05,109.02,109.05,130612
2008-07-29,109.05,109.05,109.03,109.04,267548
2008-07-30,109.04,109.07,109.01,109.04,131038
2008-07-31,109.09,109.09,109.05,109.09,139513
2008-08-01,108.88,108.89,108.83,108.87,171848
2008-08-04,108.87,108.88,108.85,108.87,206530
2008-08-05,108.85,108.87,108.84,108.87,82673
